date,Ardmore Woodford,Arkoma Woodford,Barnett,Cana Woodford,DJ-Niobrara,Eagle Ford,Fayetteville,Granite Wash,Haynesville,Marcellus,Mississippian,Permian,Utica,Williston,Others,Total US RigCount
2020-04-24,4,0,1,4,15,33,0,2,0,0,0,246,0,27,46,378
2020-05-01,4,0,1,4,7,29,0,2,0,0,0,219,0,26,33,325
2020-05-08,3,0,1,4,7,26,0,2,0,0,0,198,0,20,31,292
2020-05-15,2,0,1,4,7,23,0,1,0,0,0,175,0,16,29,258
2020-05-22,2,0,1,4,5,21,0,1,0,0,0,162,0,14,27,237
2020-05-29,2,0,1,4,5,21,0,1,0,0,0,148,0,12,28,222
2020-06-05,1,0,1,5,5,12,0,1,0,0,0,141,0,12,28,206
2020-06-12,1,0,1,5,5,12,0,0,0,0,0,137,0,11,27,199
2020-06-19,1,0,1,5,5,10,0,0,0,0,0,132,0,10,25,189
2020-06-26,1,0,1,6,4,10,0,0,0,0,0,131,0,10,25,188
2020-07-03,1,0,1,6,4,10,0,0,0,0,0,126,0,10,27,185
2020-07-10,1,0,1,6,4,8,0,0,0,0,0,125,0,10,26,181
2020-07-17,1,0,0,6,4,10,0,0,0,0,0,124,0,10,25,180
2020-07-24,1,0,0,5,4,12,0,1,0,0,0,126,0,10,22,181
2020-07-31,1,0,0,6,4,11,0,1,0,0,0,124,0,11,22,180
2020-08-07,1,0,0,6,4,10,0,1,0,0,0,121,0,11,22,176
2020-08-14,0,0,0,6,4,10,0,1,0,0,0,116,0,11,24,172
2020-08-21,0,0,0,6,4,9,0,1,0,0,0,126,0,10,27,183
2020-08-28,0,0,0,6,4,9,0,1,0,0,0,124,0,10,26,180
2020-09-04,0,0,0,6,4,9,0,1,0,0,0,124,0,9,28,181
2020-09-11,0,0,0,6,4,9,0,1,0,0,0,122,0,9,29,180
2020-09-18,0,0,0,6,4,9,0,1,0,0,0,121,0,10,28,179
2020-09-25,0,0,0,6,4,11,0,1,0,0,0,123,0,10,28,183
2020-10-02,0,0,0,6,4,11,0,1,0,0,0,128,0,11,28,189
2020-10-09,0,0,0,6,4,12,0,1,0,0,0,129,0,11,30,193
2020-10-16,0,0,0,7,3,15,0,0,0,0,0,129,0,12,39,205
2020-10-23,0,0,0,7,3,16,0,0,0,0,0,132,0,12,41,211
2020-10-30,0,0,0,8,3,17,0,0,0,0,0,141,0,12,40,221
2020-11-06,0,0,0,10,3,19,0,0,0,0,0,146,0,12,36,226
