date,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod,opec_tot_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons,non-oecd_cons,world_cons
2012-03-09,106.324,126.624,106.31200000000001,106.79400000000001,107.29,107.68199999999999,8.679,1017.813,695.951,5.261,36.13123825806451,32.9007164516129,2.02,54.905267821548385,45.59201336361291,43.867910404741934,89.45992376835484
2012-03-16,106.15,126.22200000000001,106.13000000000002,106.652,107.17800000000003,107.66,8.186,1016.651,695.951,5.261,36.193972483870965,32.955812096774196,2.02,54.931518991903225,45.34656090077419,43.739829780516125,89.08639068129031
2012-03-23,106.41,124.346,106.63799999999999,107.114,107.57000000000001,107.928,9.231,1023.753,695.951,5.261,36.25670670967742,33.01090774193548,2.02,54.957770162258065,45.10110843793548,43.61174915629032,88.7128575942258
2012-03-30,105.122,124.42999999999999,105.11399999999999,105.64199999999998,106.126,106.48200000000001,9.736,1032.762,695.951,5.482,36.31944093548387,33.06600338709677,2.02,54.984021332612905,44.855655975096774,43.48366853206451,88.33932450716128
2012-04-06,103.5225,124.17999999999999,103.50500000000001,104.0425,104.57749999999999,105.0125,8.484,1035.328,695.951,5.482,36.27002933333333,33.04855116666666,2.0533333333333332,54.99280981383333,44.916047797666664,43.66938697616666,88.58543477383333
2012-04-13,102.55199999999999,120.8725,102.53,103.02800000000002,103.532,103.958,8.679,1039.184,695.951,5.482,36.1757594,33.0020798,2.1,54.9946132194,45.0987773344,43.9806250476,89.079402382
2012-04-20,103.152,117.17999999999999,103.024,103.546,103.982,104.352,8.727,1043.162,695.951,5.562,36.08148946666667,32.95560843333333,2.146666666666667,54.99641662496666,45.28150687113333,44.29186311903333,89.57336999016667
2012-04-27,103.78399999999999,118.09599999999998,104.05199999999999,104.454,104.804,105.05199999999999,8.783,1046.002,695.951,5.572,35.98721953333334,32.909137066666666,2.1933333333333334,54.99822003053333,45.464236407866665,44.60310119046667,90.06733759833332
2012-05-04,103.47200000000001,116.67399999999998,103.45599999999999,103.828,104.096,104.26399999999998,8.928,1051.291,695.951,5.582,35.940987451612905,32.864007838709675,2.1929032258064516,54.96584643048387,45.60933824635484,44.76923424909677,90.3785724954516
2012-05-11,96.984,111.7775,96.994,97.346,97.61200000000001,97.866,8.842,1053.419,695.951,5.592,35.95880583870968,32.820668129032256,2.129677419354839,54.8879034896129,45.70426982051613,44.74189395732258,90.4461637778387
2012-05-18,93.10799999999999,109.86600000000001,93.122,93.482,93.75399999999999,94.032,8.544,1054.302,695.951,5.693,35.976624225806454,32.77732841935484,2.0664516129032258,54.809960548741934,45.79920139467742,44.71455366554839,90.5137550602258
2012-05-25,90.88199999999999,108.14399999999998,91.13,91.4,91.69,91.94800000000001,9.017,1056.515,695.951,5.693,35.99444261290323,32.73398870967742,2.003225806451613,54.73201760787097,45.89413296883871,44.68721337377419,90.5813463426129
2012-06-01,87.0575,103.4725,87.08500000000001,87.41000000000001,87.7325,88.01249999999999,8.918,1054.752,695.951,5.713,36.012261,32.690649,1.94,54.654074667,45.989064543,44.659873082,90.648937625
2012-06-08,84.434,99.03,84.44200000000001,84.73799999999999,85.032,85.33399999999999,9.078,1054.561,695.951,5.733,35.98905273333334,32.66493403333333,1.9423975,54.7777083835,45.99070762313333,44.86443755073333,90.85514517386666
2012-06-15,83.27000000000001,97.214,83.31599999999999,83.618,83.9,84.19200000000001,9.406,1057.422,695.951,5.8,35.96584446666667,32.63921906666667,1.944795,54.9013421,45.992350703266666,45.069002019466666,91.06135272273333
2012-06-22,81.11,92.45800000000001,81.412,81.61999999999999,81.982,82.36,9.079,1057.289,695.951,5.8,35.942636199999995,32.6135041,1.9471924999999999,55.0249758165,45.9939937834,45.273566488200004,91.2675602716
2012-06-29,80.22600000000001,91.226,80.28599999999999,80.694,81.098,81.54999999999998,8.735,1053.019,695.951,5.611,35.91942793333333,32.58778913333333,1.94959,55.148609533,45.995636863533335,45.478130956933335,91.47376782046666
2012-07-06,85.735,98.80250000000001,85.77,86.145,86.52,86.95249999999999,8.587,1048.164,695.951,5.8,35.941125387096776,32.59366103225806,1.934153870967742,55.169689991999995,46.11260348709677,45.394630943806455,91.50723443090322
2012-07-13,85.78,99.88199999999999,85.77799999999999,86.164,86.52799999999999,86.97,8.898,1047.355,695.951,5.82,35.980785129032256,32.61216767741935,1.9115842903225806,55.149749148,46.275699528032256,45.19590513793548,91.47160466596773
2012-07-20,90.34,105.4,90.32399999999998,90.664,90.96600000000001,91.30799999999999,9.593,1050.072,695.951,5.899,36.020444870967744,32.630674322580646,1.8890147096774195,55.129808304,46.43879556896774,44.99717933206452,91.43597490103227
2012-07-27,88.876,104.17999999999999,89.026,89.31000000000002,89.634,90.014,8.366,1043.549,695.95,5.899,36.060104612903224,32.649180967741934,1.8664451290322581,55.109867460000004,46.60189160990323,44.79845352619355,91.40034513609677
2012-08-03,89.098,107.274,89.056,89.324,89.678,90.138,8.587,1039.774,695.95,5.899,36.07106325806452,32.663719096774194,1.865141806451613,55.067712666645164,46.61425394716129,44.66933720406452,91.2835911512258
2012-08-10,93.14,112.494,93.09,93.362,93.67,94.07199999999999,8.677,1036.075,695.95,5.83,36.010269161290324,32.66833593548387,1.9170041290322581,54.97002299990323,46.249782025225805,44.714244591290324,90.96402661651612
2012-08-17,94.434,115.042,94.42,94.72,95.014,95.38199999999999,8.167,1030.663,695.95,5.83,35.94947506451613,32.67295277419355,1.9688664516129033,54.872333333161286,45.88531010329032,44.75915197851613,90.64446208180645
2012-08-24,96.224,116.102,96.46600000000001,96.74,97.078,97.476,9.455,1034.441,695.95,5.83,35.888680967741934,32.67756961290323,2.0207287741935485,54.77464366641935,45.52083818135484,44.804059365741935,90.32489754709678
2012-08-31,95.68400000000001,113.01999999999998,95.676,95.99,96.328,96.752,7.995,1027.015,695.95,5.054,35.82788687096774,32.6821864516129,2.0725910967741936,54.676953999677416,45.15636625941935,44.84896675296774,90.0053330123871
2012-09-07,95.67500000000001,114.11,95.6525,95.98249999999999,96.30749999999999,96.7525,8.525,1027.424,694.95,5.062,35.7195812,32.5912296,2.0800084,54.9064570986,45.3916714856,45.1131026298,90.5047741154
2012-09-14,97.562,115.40799999999999,97.60600000000001,97.936,98.24799999999999,98.64399999999999,9.807,1035.96,694.952,5.817,35.60335693333333,32.4843438,2.0800182,55.190492325133334,45.726939569799995,45.41377658823333,91.14071615803333
2012-09-21,93.702,111.832,93.73,94.1,94.416,94.756,7.554,1033.514,694.952,5.989,35.48713266666667,32.377458,2.080028,55.47452755166667,46.062207654,45.71445054666667,91.77665820066667
2012-09-28,91.348,110.354,91.464,91.814,92.224,92.624,8.065,1033.032,694.952,5.989,35.3709084,32.270572200000004,2.0800378000000004,55.7585627782,46.3974757382,46.0151245051,92.4126002433
2012-10-05,90.814,111.40799999999999,90.82,91.196,91.63000000000001,92.06199999999998,8.18,1034.544,694.952,6.055,35.31906741935484,32.24232683870968,2.108423677419355,55.94550788216129,46.53420272012903,46.14051649158065,92.67471921170969
2012-10-12,91.422,114.876,91.38000000000001,91.78599999999999,92.25800000000001,92.728,8.306,1037.404,694.952,6.066,35.315513903225806,32.273061806451615,2.1580916129032257,56.05963539419355,46.52202387535483,46.134446999096774,92.6564708744516
2012-10-19,91.59,113.59200000000001,91.642,92.084,92.588,93.052,8.782,1043.3,694.952,6.066,35.311960387096775,32.30379677419355,2.207759548387097,56.173762906225804,46.50984503058064,46.12837750661291,92.63822253719354
2012-10-26,86.354,108.27000000000001,86.69200000000001,87.114,87.65599999999999,88.168,7.881,1041.255,694.952,6.119,35.30840687096774,32.33453174193548,2.2574274838709676,56.287890418258065,46.49766618580645,46.12230801412903,92.61997419993548
2012-11-02,85.87,108.85,85.88200000000002,86.388,86.94000000000001,87.5,7.97,1042.802,694.952,6.125,35.29302153333333,32.356972533333334,2.3099999999999996,56.38823191123333,46.46828252826666,46.102205408766665,92.57048793703333
