date,Cana Woodford,DJ-Niobrara,Eagle Ford,Permian,Williston,Total US RigCount,wti_spot_lag_15,wti_spot_lag_9,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import_smooth,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod_smooth,usa_l48_prod,opec_tot_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons_smooth,oecd_cons,non-oecd_cons_smooth,non-oecd_cons,world_cons_smooth,world_cons,rig_change_4bin_week+4,rig_change_4bin_week+8
2020-05-29,4.0,5.0,21.0,148.0,12.0,222.0,52.913999999999994,19.438,34.185,33.721999999999994,34.09,34.475,34.905,35.21,2.8082500000000143,3.385,1180.124,647.779,11.024999999999995,10.8,27.33246385625807,31.53465,8.997875806451614,61.18707058787097,19.438,39.901174698129026,19.438,49.73246538783871,19.438,89.63364008596773,--,--
2020-05-22,4.0,5.0,21.0,162.0,14.0,237.0,50.832,24.194000000000006,33.096000000000004,33.94,32.996,33.108000000000004,33.614000000000004,34.02800000000001,2.5035000000000145,4.024,1178.181,643.759,11.199999999999994,11.0,27.72747539219355,31.564946000000003,8.59236535483871,60.79788318290322,24.194000000000006,39.187702076096784,24.194000000000006,49.08566035912903,24.194000000000006,88.27336243522579,--,--
2020-05-15,4.0,7.0,23.0,175.0,16.0,258.0,50.36,32.385999999999996,26.398000000000003,28.182,26.440000000000005,26.898000000000003,27.954,28.908000000000005,1.9975000000000145,1.9580000000000002,1168.142,641.648,11.349999999999994,11.1,28.122486928129028,31.595242,8.186854903225807,60.40869577793549,32.385999999999996,38.474229454064506,32.385999999999996,48.43885533041936,32.385999999999996,86.91308478448387,--,--
2020-05-08,4.0,7.0,26.0,198.0,20.0,292.0,52.69600000000001,45.574,23.464,23.5725,23.446,25.178,26.86,28.17,2.0197500000000144,1.8659999999999999,1171.242,639.766,11.499999999999993,11.2,28.517498464064523,31.625538,7.7813444516129024,60.01950837296774,45.574,37.76075683203226,45.574,47.79205030170968,45.574,85.55280713374194,--,--
2020-05-01,4.0,7.0,29.0,219.0,26.0,325.0,56.1525,48.361999999999995,15.712,17.046,15.76,19.788,22.67,24.834,2.1142500000000144,2.166,1170.0539999999999,637.8330000000001,11.649999999999991,11.5,28.912509999999997,31.655834000000002,7.375833999999999,59.630320968,48.361999999999995,37.04728421,48.361999999999995,47.145245273,48.361999999999995,84.192529483,--,--
2020-04-24,4.0,15.0,33.0,246.0,27.0,378.0,58.288000000000004,52.913999999999994,3.3240000000000007,14.235999999999999,3.9199999999999986,19.07,23.342,25.498,2.3330000000000144,2.0,1163.748,636.117,11.749999999999991,11.6,30.45927666666667,31.6661394,5.9756394,60.8288422311,52.913999999999994,36.567047456033336,52.913999999999994,46.84382828696667,52.913999999999994,83.410875743,--,--
2020-04-17,7.0,16.0,40.0,283.0,34.0,438.0,60.84,50.832,20.12,20.042,20.105999999999998,26.652,30.752,32.36999999999999,2.5560000000000143,2.0469999999999997,1153.607,634.967,11.97499999999999,11.7,32.00604333333334,31.676444800000002,4.5754448,62.0273634942,50.832,36.08681070206667,50.832,46.54241130093333,50.832,82.629222003,--,--
2020-04-10,9.0,16.0,49.0,316.0,41.0,504.0,61.622,50.36,24.405,22.5325,24.064,29.296,32.160000000000004,33.148,2.6110000000000144,2.244,1138.585,634.967,12.174999999999992,11.8,33.55281,31.6867502,3.1752502000000002,63.225884757299994,50.36,35.6065739481,50.36,46.2409943149,50.36,81.847568263,--,--
2020-04-03,11.0,18.0,55.0,351.0,43.0,562.0,61.26600000000001,52.69600000000001,21.686,18.715999999999998,22.908,26.258000000000003,28.752,30.314,2.5902500000000144,3.0410000000000004,1119.337,634.967,12.374999999999991,11.9,35.09957666666667,31.697055600000002,1.7750556,64.4244060204,52.69600000000001,35.12633719413333,52.69600000000001,45.939577328866655,52.69600000000001,81.065914523,--,--
2020-03-27,13.0,19.0,60.0,382.0,49.0,624.0,60.75,56.1525,19.438,23.962,23.194000000000006,25.940000000000005,28.174,29.620000000000005,2.580500000000014,2.892,1104.16,634.967,12.524999999999991,12.5,35.19844548387097,31.624193548387094,1.6516129032258065,65.15550795280646,56.1525,36.28289264187097,56.1525,46.252469557096774,56.1525,82.53536219896775,--,--
2020-03-20,18.0,20.0,64.0,405.0,51.0,664.0,59.24800000000001,58.288000000000004,24.194000000000006,25.654000000000003,24.734,25.14,26.136000000000006,27.258000000000006,2.378500000000014,2.267,1090.327,634.967,12.549999999999992,12.5,34.718155161290326,31.518064516129037,2.038870967741936,65.69964215293548,58.288000000000004,38.09416497029032,58.288000000000004,46.81108547103226,58.288000000000004,84.90525044132258,--,--
2020-03-13,19.0,20.0,65.0,418.0,52.0,683.0,57.64,60.84,32.385999999999996,33.724000000000004,32.34,32.736000000000004,33.208,33.738,2.4517500000000143,2.161,1088.704,634.967,12.549999999999992,12.6,34.237864838709676,31.41193548387097,2.4261290322580638,66.24377635306453,60.84,39.90543729870968,60.84,47.36970138496775,60.84,87.27513868367744,--,--
