,n_splits,train_size,rmse_tr,r2_tr,mae_tr,rmse_tt,r2_tt,mae_tt
5786,28.0,180.0,20.34030947237509,0.970160421896079,16.096611995751257,79.8218372516968,-16.649064804956,69.52499399885212
8275,40.0,77.0,10.843423660591139,0.9735882441445487,8.61881361112953,79.8660348812244,-25.159313280279896,71.64225354065924
5690,28.0,84.0,12.307678554653592,0.96570200668474,9.838646054705665,79.87143268013422,-16.815140542411996,68.42808663481898
8283,40.0,85.0,12.359268544651561,0.9657170492399073,9.893463725670712,79.89535723255918,-22.447447831197756,71.86935400542447
3591,18.0,145.0,17.773676888120608,0.9564312554375916,14.137685176272248,79.90761411474432,-7.181026567419753,68.65795120889051
8391,40.0,193.0,21.16744216727323,0.9715449601210281,16.76399717431635,79.92117247994497,-45.32082887317678,72.8480071024346
5013,25.0,55.0,7.623712834873488,0.9788081758889544,6.038348235869221,79.9300910102238,-17.601853279172467,67.76517846432849
8398,40.0,200.0,21.590340761443716,0.971737317517024,17.137466684635864,79.93118891174353,-45.32998507112022,73.07445681121278
8386,40.0,188.0,20.744950508913046,0.9714536010361409,16.40492612743817,79.94430353281948,-45.32483008746931,72.8875203068045
8375,40.0,177.0,19.674457202446973,0.9712298199795685,15.639200423654383,79.98190999444883,-44.17852623674012,72.95163853668646
5882,29.0,60.0,8.012600626431412,0.9806536526191268,6.387464369124121,79.98431327580275,-10.06144165300113,66.58410517731488
5805,28.0,199.0,21.91876738532651,0.970764713972298,17.40178451316996,79.9986788628244,-16.05905591911256,69.10282706683837
8287,40.0,89.0,12.926914366115017,0.9636748994469585,10.403595172803639,80.01331189836978,-25.588500437033005,71.98501111575588
5780,28.0,174.0,19.75435498100084,0.9699832303459667,15.71195431893739,80.01602126959244,-16.949381165540768,70.09882833367993
8286,40.0,88.0,12.74872239429762,0.9645829847943403,10.264948069875526,80.07292816124466,-23.589841406656454,71.9356198470339
5684,28.0,78.0,11.190329786106304,0.9707151018305977,8.87475519057528,80.10395417215909,-17.40718957528408,68.9337249426984
8387,40.0,189.0,20.839806084944396,0.9714869825711216,16.479102634288044,80.15168592775521,-45.32369989380562,73.043298302002
8377,40.0,179.0,19.860773678818646,0.9714179305421273,15.754570258288675,80.17816177904729,-44.61678038857947,73.1744069245724
5002,25.0,44.0,5.733284967118039,0.977949647293442,4.556603450099992,80.18666744949131,-15.74976391611378,67.28519860911439
4359,22.0,49.0,6.330582508507925,0.9795235250385176,5.026929380856737,80.19231183227106,-8.275595460515586,68.68824013132972
8285,40.0,87.0,12.614507820730038,0.9649841433090556,10.131709864041564,80.21915641693839,-22.297461715160914,72.09543862487507
5011,25.0,53.0,7.199696168086365,0.9785487087506094,5.741476827979227,80.24064382294678,-18.108160964349075,67.77009241953233
5878,29.0,56.0,7.425651739116639,0.9806664053345396,5.8856326576332725,80.24433779550391,-8.466444386001227,66.24170402669873
8284,40.0,86.0,12.483528908961718,0.9653602479399552,9.998056431146775,80.24805117980374,-22.75306781068155,72.12895320167607
8280,40.0,82.0,11.8160767522055,0.9681577017755283,9.440713129657984,80.28655230502038,-24.499565337600366,72.41954558624775
5001,25.0,43.0,5.639070969945951,0.978138476258665,4.484256484409187,80.2987893235168,-15.59560291744481,67.13874418610229
5981,29.0,159.0,18.169096570112213,0.9652741755513469,14.536299267878274,80.30206474929595,-15.18738097577749,69.28688156603756
4478,22.0,168.0,18.915888199867187,0.9693827952563285,15.096804561198816,80.30900330475222,-16.11243389348442,71.97379398906473
5012,25.0,54.0,7.385186082114827,0.9783563263114662,5.886030874651657,80.31705650609042,-17.3621527290893,67.68950525453141
8388,40.0,190.0,20.935123026630556,0.9715161955424687,16.561922992027046,80.32335837131791,-45.36286906252472,73.19989275807575
8399,40.0,201.0,21.630675528208634,0.9717988129132303,17.17455751477873,80.35359055956069,-45.41506766818725,73.5240965453236
5881,29.0,59.0,7.823747446444503,0.9812448207612097,6.217824851638087,80.3669247512385,-13.14917090208655,66.55751465166689
8390,40.0,192.0,21.085240669466383,0.9715714581270161,16.691260557029146,80.36910043201217,-45.43344093088592,73.27467792416378
3601,18.0,155.0,18.19681206838176,0.9624734024980186,14.57838421446559,80.37254250513588,-6.285664623017235,68.86206683090654
7345,36.0,11.0,5.08967297868985e-14,1.0,3.897219247653883e-14,80.37909056737705,-5.4176139984632234,70.25165686695051
5806,28.0,200.0,21.953338147280967,0.9708254587387913,17.435268716314898,80.39411025933666,-16.080545720606583,69.46670636935514
5917,29.0,95.0,13.391954360774951,0.962094370744889,10.857400053357129,80.40329122007887,-17.91849584909601,69.4836838347088
8276,40.0,78.0,11.030094300889683,0.9727132542930581,8.79601845150784,80.444950733209,-25.187290675817074,72.24777220122648
5885,29.0,63.0,8.481028242375578,0.9800471773479147,6.767905927971744,80.4599326914602,-9.544085994290636,67.38694335499206
5887,29.0,65.0,8.734736740820937,0.9798548177160724,7.010893278255975,80.4630451561724,-9.859092531010866,67.46574155217598
5785,28.0,179.0,20.230658384619225,0.9702923390228675,16.010686906986965,80.47033942108646,-16.725853956710953,70.17547487724921
8422,40.0,224.0,22.075435495823513,0.9717309589058954,17.572018957436832,80.48195408290044,-45.13045450848266,73.72618153522303
8419,40.0,221.0,22.075435495823513,0.9717309589058954,17.572018957436832,80.48195408290044,-45.13045450848266,73.72618153522303
8421,40.0,223.0,22.075435495823513,0.9717309589058954,17.572018957436832,80.48195408290044,-45.13045450848266,73.72618153522303
8423,40.0,225.0,22.075435495823513,0.9717309589058954,17.572018957436832,80.48195408290044,-45.13045450848266,73.72618153522303
8420,40.0,222.0,22.075435495823513,0.9717309589058954,17.572018957436832,80.48195408290044,-45.13045450848266,73.72618153522303
8389,40.0,191.0,21.013064895730057,0.97155668172635,16.631920554847518,80.48376389742221,-45.441109297744006,73.36386577820808
8418,40.0,220.0,22.067851151211492,0.9717331292634747,17.564473890979315,80.49300637681021,-45.132363914621784,73.65749235380282
8376,40.0,178.0,19.762642655335117,0.9713686952979895,15.697407820481185,80.49782980987547,-44.34210537687023,73.46157244302762
8279,40.0,81.0,11.61226173950418,0.9692106248156694,9.263579452639803,80.55081615803482,-25.771226418470576,72.57690234641203
8400,40.0,202.0,21.667185313396466,0.9718159425876353,17.208779378590105,80.55881674863983,-45.501090272645214,73.73762201876214
8417,40.0,219.0,22.060451431582933,0.971738778192979,17.559899372816027,80.5611904612519,-45.13727233191472,73.67924682617374
5823,28.0,217.0,22.384291486034705,0.97094624160658,17.820772896325504,80.57534460438511,-16.16778752567741,69.73493765180692
3590,18.0,144.0,17.5814852618545,0.9569145842726405,13.997946876749271,80.60441851707719,-7.675349541287687,69.51095200286949
8412,40.0,214.0,22.024547749735234,0.9717399186941277,17.526958312478275,80.60888496697285,-45.15648507797472,73.75708172717236
5822,28.0,216.0,22.376683137305665,0.9709443103422338,17.814207615583015,80.6096864823676,-16.166892648499083,69.72414271291642
5821,28.0,215.0,22.366950302441886,0.9709407777662019,17.806415598005795,80.61260815040623,-16.16723347281768,69.71848229477561
5820,28.0,214.0,22.36245291713707,0.9709306705610942,17.80099293935728,80.62218924692822,-16.16796997375537,69.74489627277889
5824,28.0,218.0,22.39419821677621,0.9709398490215919,17.829201834984666,80.62702118696346,-16.17385985984764,69.84347539595177
5807,28.0,201.0,21.98562165003134,0.9708961145949153,17.46395528142482,80.6328530277224,-16.090856772769094,69.67346972577965
5855,29.0,33.0,3.6803857138734486,0.9838559199467645,2.8807486532829683,80.63643222701397,-10.532616385180788,67.68028411443787
8416,40.0,218.0,22.05496809876071,0.9717393813897832,17.555298967383248,80.64011561850882,-45.14440598948124,73.76820699328243
8411,40.0,213.0,22.010003449070922,0.9717233719242184,17.514053699620007,80.65616351642475,-45.172798543137006,73.78294367319113
5819,28.0,213.0,22.35684366869942,0.9709196991222991,17.79523704343615,80.67174482218753,-16.16868600880596,69.78918777762622
5818,28.0,212.0,22.351133523950413,0.9709127429481331,17.787877720640232,80.67294673166121,-16.1691436371617,69.80272523925649
8413,40.0,215.0,22.033677343251874,0.97172695954834,17.535164878106517,80.67294992610918,-45.15995701666155,73.81657552564579
5817,28.0,211.0,22.32968212151255,0.9709097430389722,17.76922990987048,80.67653609732017,-16.17086530168311,69.79463688810183
8415,40.0,217.0,22.0477611206969,0.9717461004127899,17.549611312421728,80.68235555288636,-45.15071805305037,73.82366061863418
8410,40.0,212.0,21.990641241121573,0.9717439592617128,17.498317184791585,80.69229603491434,-45.182005683325386,73.8054499631867
8409,40.0,211.0,21.972545994871304,0.9717604116584828,17.48222610918707,80.70443142839645,-45.194186197227296,73.82282973785763
5815,28.0,209.0,22.274519322791644,0.9709345913732876,17.725145426982913,80.70831438336401,-16.176483338357887,69.79326069514568
5816,28.0,210.0,22.303292390245538,0.9709143669988514,17.748261578553958,80.71389834861851,-16.17275671508252,69.81194110013344
8414,40.0,216.0,22.044524842513237,0.9717372653221299,17.546378062571694,80.715490446808,-45.15515003626332,73.85103825601189
5808,28.0,202.0,22.02617606852191,0.9709299794311427,17.501953371681996,80.73227466340828,-16.107222434253224,69.80216828969371
8401,40.0,203.0,21.71071177660744,0.9718034316581974,17.245779585864902,80.75550327525107,-45.61023112718833,73.95641111363993
5825,28.0,219.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5831,28.0,225.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5826,28.0,220.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5830,28.0,224.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5827,28.0,221.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5829,28.0,223.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
5828,28.0,222.0,22.404781399469297,0.9709381265746808,17.83915037990425,80.76824442829358,-16.186892690565923,69.97215531141214
8408,40.0,210.0,21.946336952879353,0.9717620158658079,17.45945376962616,80.7746831316706,-45.21171502393437,73.89126700362051
5814,28.0,208.0,22.241351812116246,0.970961971189808,17.70111654858449,80.77506005823786,-16.179007887243582,69.83428678934301
4407,22.0,97.0,13.675548678474632,0.961336932291344,11.070431400597064,80.77944799986518,-29.745916268698775,73.51990526846605
5883,29.0,61.0,8.19268722192358,0.9801571973145896,6.5236268398713415,80.80605724619605,-8.871739483097734,67.38766811559086
4479,22.0,169.0,18.96837798702105,0.970007124902822,15.141606175604341,80.85504706974179,-15.457858818965775,72.48932805528203
5809,28.0,203.0,22.068541833204986,0.9709548375706916,17.536744338557096,80.85764531263864,-16.127819622911982,69.90967732349988
5813,28.0,207.0,22.21637564065744,0.970961156824328,17.676720691180613,80.88416480435168,-16.18511709615847,69.94384055051714
8407,40.0,209.0,21.92139026197389,0.9717653166678648,17.436290911782194,80.89142218191682,-45.25867705441592,74.0537248937675
5009,25.0,51.0,6.865389113291584,0.9780779011423776,5.434550707185444,80.95334505664299,-16.36679171556016,68.51088448320553
5884,29.0,62.0,8.344668088382825,0.980124033510373,6.643196436527621,80.95826448291953,-8.806597973368502,67.6731324429913
8402,40.0,204.0,21.745773861887542,0.9718227442151688,17.28039513431414,80.95961508673005,-45.58147046658752,74.17702862886813
5810,28.0,204.0,22.11418761911425,0.9709739443192046,17.576412563441497,80.98383451910509,-16.151609464527247,70.0530607582816
8406,40.0,208.0,21.890476251284717,0.971787661646698,17.40765701868485,81.02439187955908,-45.32268126460798,74.22626126767454
5781,28.0,175.0,19.80406311765906,0.970450761743988,15.753859262412695,81.03046494917052,-16.931047622444023,70.92506764992682
5812,28.0,206.0,22.186267913922215,0.9709893792570659,17.646501012552882,81.07187747409002,-16.199471889145933,70.14984277911347
4357,22.0,47.0,5.917737432386332,0.9808882639688954,4.687666001165376,81.09051441716404,-5.3683579362360785,69.08184038837932
8403,40.0,205.0,21.779564316703837,0.9718519332525947,17.310458163961425,81.0991014069319,-45.53822228290328,74.33282414502614
5689,28.0,83.0,12.149100855016583,0.9661966712476783,9.732534791198614,81.12536800165412,-16.69084337017678,69.64710204881823
5982,29.0,160.0,18.189197852019106,0.96616566709349,14.562220225921907,81.12718431684593,-15.500753562743052,70.06969087308335
5010,25.0,52.0,7.0512202760862985,0.9783967833717908,5.588273941240792,81.1325967223548,-17.63400389113488,68.64507130216994
8405,40.0,207.0,21.852762625319674,0.9718300790023255,17.376922246825842,81.13705732749426,-45.412903404268704,74.37107282417028
7791,38.0,25.0,2.848451981989134,0.9837633465411766,2.230240473505628,81.13962010816745,-5.7595386354981795,69.76070747651553
8278,40.0,80.0,11.423116448258472,0.9703509130601049,9.102554391277513,81.14811876624351,-26.06513811711025,73.01578222250127
7792,38.0,26.0,2.921585173965448,0.9845909262871377,2.2834036768330592,81.16284326153281,-7.593736373037989,69.82985253691439
5811,28.0,205.0,22.15445305471427,0.9710183082340658,17.616613194505508,81.16372092824976,-16.207696358257106,70.24760330786124
8404,40.0,206.0,21.819991871647172,0.971860561350405,17.347318912316542,81.23110544465798,-45.50763333395109,74.4778875223483
5685,28.0,79.0,11.394273816796787,0.9698204214464466,9.070237429980919,81.25627581231966,-16.759545391516845,70.05094294119183
8277,40.0,79.0,11.234558831080586,0.971338174005464,8.947134020002125,81.25653643347613,-24.925538443564072,73.04972073910963
5784,28.0,178.0,20.095377384464236,0.9706316543992808,15.92228276300848,81.25940274769592,-16.795458183708785,70.94645426295845
3589,18.0,143.0,17.368508161308895,0.9571997165737284,13.840506792487968,81.28339205714232,-7.800859909186934,70.1360120551835
5864,29.0,42.0,4.901173090437466,0.9819566762392058,3.904390300689987,81.35489394946205,-14.751638204843099,68.17993600687194
5888,29.0,66.0,8.861521282291168,0.9797940093832144,7.118041545067286,81.3708780764811,-10.27231659592743,68.22222838768622
3587,18.0,141.0,17.158822593293564,0.9571027538534442,13.740830370261543,81.48576024069503,-8.400346226606628,70.50876461019338
5004,25.0,46.0,6.010334762091329,0.9774531542394044,4.760207498037884,81.4967012643992,-15.260344587090026,68.6170322323705
5916,29.0,94.0,13.27121144131884,0.9624734352025961,10.744343555843152,81.5931569062598,-21.82688713679544,70.47181074490523
3586,18.0,140.0,17.102580647870568,0.9568065573872997,13.712178696765909,81.59624709738425,-8.75008597088026,70.66743498389137
3588,18.0,142.0,17.235184027287865,0.9572773589077274,13.7751527343529,81.61523759532786,-8.091030444420118,70.51665574055981
5008,25.0,50.0,6.677058426912092,0.9776732305968336,5.3101995987230275,81.63018474706497,-15.201303765617965,69.16993738290918
5782,28.0,176.0,19.87303481966921,0.9707577837006582,15.797584105989829,81.65097388148489,-16.922914832647546,71.43896327983806
5006,25.0,48.0,6.426074116494704,0.9781777630525197,5.093430023013379,81.72060084324656,-15.470126543833123,69.3172454355208
5007,25.0,49.0,6.560391901173907,0.9784651183617367,5.2095621685289135,81.72619355857175,-15.599863778037243,69.29076442800262
8007,39.0,25.0,2.8170476646368585,0.984147547185614,2.2074309261073957,81.73125364158804,-5.768721627988989,70.13855689986609
4356,22.0,46.0,5.771857604669862,0.980387307543145,4.554999769076162,81.74581860475972,-6.012353040912211,69.29620862129208
5003,25.0,45.0,5.8254394165059535,0.9779497473263298,4.63476954874368,81.77564920420481,-16.012778513721226,68.77819584060589
5018,25.0,60.0,8.36826154557533,0.9782828420113943,6.65972150575087,81.78681631527574,-14.773639745365733,69.52287893653204
5783,28.0,177.0,19.972270700506005,0.970833403965587,15.852212284023958,81.7988859017574,-16.864711429935056,71.50100817946318
5983,29.0,161.0,18.212190849788943,0.9670578219141471,14.585683290574684,81.8362006655104,-15.688467315663214,70.73256118828432
5688,28.0,82.0,12.02513973845314,0.966767488010185,9.620198379064478,81.84734743596837,-16.196006514178144,70.46682377903424
4350,22.0,40.0,4.797975092138417,0.9809158812262754,3.7903898214333656,81.86179290713754,-5.899475574280673,69.54400859258504
4480,22.0,170.0,19.016715470816283,0.9704962680033805,15.182547977634703,81.87914984946268,-14.766645036898517,73.4399879823224
3602,18.0,156.0,18.335496519970558,0.9623589940817922,14.669452171694997,81.97701224283483,-6.575897133808722,70.6265520873112
5860,29.0,38.0,4.402241104826384,0.9836039348565742,3.460787365933525,82.0758047451669,-10.443307588657516,69.2315720496759
5016,25.0,58.0,8.042810570277917,0.9786829785240546,6.358410117762003,82.11757142212474,-15.091825340913323,69.94484178552092
5687,28.0,81.0,11.836195502622699,0.9673814377164011,9.453349794639399,82.13167359616075,-16.286112164570465,70.90813949963403
3578,18.0,132.0,16.432112169036543,0.9555516672319568,13.100914402636887,82.13406876971396,-14.796287084099276,71.2272792585986
7129,35.0,11.0,5.235092206652417e-14,1.0,4.008568369015422e-14,82.14769275406353,-5.585014865760102,71.83771454992026
3585,18.0,139.0,17.069902814059926,0.9564621793239554,13.680515283332202,82.15864530765532,-9.155741481647738,71.17640908126405
5686,28.0,80.0,11.622888632356474,0.9686440160055649,9.270561243109523,82.1723008967049,-16.567488516799756,70.96026755505957
3579,18.0,133.0,16.6328582049736,0.9548212559118439,13.269154200714192,82.23779605453282,-14.590549387766004,71.72610625356167
5863,29.0,41.0,4.781141450227586,0.982158628797035,3.788541362077469,82.35485415999004,-11.809509171016582,69.23062365820077
7575,37.0,25.0,2.8280631812798105,0.9834478157582162,2.2149330588846015,82.42753445594214,-5.716885759576951,70.9324320385186
5984,29.0,162.0,18.24301201566148,0.9677877203753588,14.604549389763974,82.44315498959834,-15.821624637093425,71.3136826649437
5889,29.0,67.0,9.0084766693241,0.9795339720189714,7.228120703654478,82.55595371986544,-10.20106324459596,69.2803447022773
7576,37.0,26.0,2.904851617686223,0.9842896514821664,2.2704758396423257,82.5593967475376,-7.554719019820812,71.09215108487349
8008,39.0,26.0,2.889538726801545,0.9849547233110926,2.2591361871188895,82.58542726913737,-7.53637467403051,70.95025833085573
3577,18.0,131.0,16.291988201419507,0.9560044257177834,13.008410080558782,82.72215745249615,-13.983125746067497,71.96542967020622
4360,22.0,50.0,6.5238681687520765,0.9799339791394133,5.222548172785665,82.7460290072279,-8.666308891859943,71.0297136642596
4351,22.0,41.0,5.022355275235975,0.9808155361090457,3.9585125366371803,82.77847008289949,-6.885894074754588,70.46544848309105
4994,25.0,36.0,4.370094923856391,0.9788197781590762,3.4568650207829315,82.80775769479871,-4.142870551078652,68.70346584478894
3584,18.0,138.0,16.99763296968066,0.9561714724442761,13.640049186190085,82.82197955511272,-9.42105558793337,71.78454102488766
4349,22.0,39.0,4.637531503870933,0.9807012358582115,3.64025734055471,82.86708511279052,-5.830762109562591,70.4806573586819
4406,22.0,96.0,13.5916936320167,0.9613394284348178,10.978276152128247,82.87883259471857,-26.82951787746209,75.38691315683253
3576,18.0,130.0,16.203646688384115,0.9562816612204136,12.949693053028517,82.8948477035686,-11.250006277196997,72.09732330457712
5985,29.0,163.0,18.296903142695438,0.968195640057459,14.633460032033453,83.02486095967505,-16.017081922571474,71.86246794769094
4996,25.0,38.0,4.600073679414512,0.9789349824885164,3.658098390549524,83.07211164926255,-16.555028338145178,69.55946082023975
4995,25.0,37.0,4.459036194024119,0.9785703562578467,3.539487280849747,83.1352586023587,-4.826413237731827,69.2836267055506
5017,25.0,59.0,8.16765431588321,0.9783237912587507,6.485691302631138,83.24843587844259,-14.973748382953895,70.80870454306051
3603,18.0,157.0,18.41353124729987,0.9627757057826307,14.743776204868961,83.25743037059563,-7.046204998811103,71.91948226072255
3580,18.0,134.0,16.79458005187936,0.9543374334630594,13.42015221921173,83.30116001039556,-14.151307455984673,72.56187409457443
5915,29.0,93.0,13.150820051908756,0.9627068242592438,10.640458849201723,83.30696322123417,-14.55473066788803,71.83719954035459
4355,22.0,45.0,5.5542123665706615,0.9799757586638883,4.400815593164984,83.3802476027909,-9.052460537891529,70.66468055874371
1296,8.0,10.0,4.482493534499656e-14,1.0,2.984279490192421e-14,83.3888127984655,-1.8568443577716496,66.16800136821556
4481,22.0,171.0,19.0879470342658,0.970761360772256,15.231362816676217,83.43337631091309,-14.023031797886825,74.84048687292098
5987,29.0,165.0,18.489044330928813,0.9683107888207967,14.750158169445502,83.45209878523431,-16.297225261387595,72.25850711063164
5019,25.0,61.0,8.522913960257478,0.9783836021424525,6.81226125132278,83.46079042821813,-15.193273862896643,70.83860267681938
5986,29.0,164.0,18.385973033455965,0.9683342480974244,14.68596946506469,83.5072865927527,-16.202583153417343,72.31938900272372
5988,29.0,166.0,18.560454634978758,0.9686426896073977,14.808819012436745,83.59498427680056,-16.2689163410154,72.30476995155216
5862,29.0,40.0,4.617323827202151,0.9824279582975542,3.6380508860278553,83.61974200408577,-9.14947770177852,70.47422081846256
4354,22.0,44.0,5.394691092700146,0.9803416640692951,4.2779182068777475,83.65373935997879,-8.741512255404519,71.02896831080902
3583,18.0,137.0,16.943914862949768,0.9556762771304081,13.59150415329426,83.67354332257267,-10.76364818594184,72.6401550836802
3575,18.0,129.0,16.122819100383172,0.9563078402313508,12.902967606258422,83.68614543817915,-9.349440400416631,72.80853280886092
4991,25.0,33.0,3.8923173864752476,0.9837555134097058,3.077194598701741,83.75564086413671,-4.332716948202992,70.04444585578844
3581,18.0,135.0,16.88319234148679,0.954510678033492,13.518983893811134,83.80190273507799,-13.054821597244917,72.88503577939201
5989,29.0,167.0,18.605987477398568,0.9692261180997893,14.849650232545967,83.86321792113569,-16.148792341306486,72.4504478916792
5891,29.0,69.0,9.299870304685657,0.9793149234118934,7.4412326969601,83.87094724069134,-9.382603289258968,70.02014296571937
5890,29.0,68.0,9.177098138023371,0.9792397140120702,7.3374175659208385,83.95922221714036,-9.734542708372022,70.36744421434476
3574,18.0,128.0,16.060675278407654,0.9561376344331894,12.854346381103717,84.0297813809142,-8.955616471315457,73.07469400878747
3604,18.0,158.0,18.461526761074307,0.9634119974398777,14.797461853683968,84.15757126259628,-7.303266764849975,72.79554129456223
5637,28.0,31.0,3.4580091149321026,0.9850683028361107,2.683365354309714,84.16458719559685,-6.042616487023419,69.6320007819012
3582,18.0,136.0,16.902449072645464,0.9550905280222091,13.556796156022795,84.25014359661151,-11.703220185729089,73.23339094134654
5990,29.0,168.0,18.653945674465422,0.9698516677900595,14.888748488668233,84.28386635076855,-16.12185930103539,72.74705888467953
5861,29.0,39.0,4.507689758336452,0.983337568400588,3.5440023543100065,84.2870052374295,-8.970642804313488,70.94963948264906
6913,34.0,11.0,5.2763483739719085e-14,1.0,4.050473563209983e-14,84.31966622749235,-5.733922732103633,73.76340199984895
5081,25.0,123.0,15.731694399561915,0.9551164410278957,12.579137031907527,84.3460804698554,-27.541019859718247,74.5614889928749
4405,22.0,95.0,13.504458831550716,0.9614751454274743,10.89143178348681,84.4299333163513,-35.484120284215024,76.69797167314219
5892,29.0,70.0,9.42541909827307,0.9791271112566127,7.536132007309055,84.46635507181846,-9.675833959695096,70.48733132171135
5082,25.0,124.0,15.752799806259196,0.9554570860731144,12.601816738176204,84.5193128175181,-28.287954143382173,74.62505293488566
3607,18.0,161.0,18.52887221002507,0.9658425926855713,14.865515564508968,84.54416485008406,-7.781505859379081,73.54953236714488
3608,18.0,162.0,18.541193531316637,0.9666113108268267,14.884025215789977,84.578151827256,-7.935255074878215,73.60975966790942
3573,18.0,127.0,15.924247409686501,0.9563315367307283,12.777199608629315,84.58437185547535,-8.877978590183815,73.49709152341069
5080,25.0,122.0,15.663285799577906,0.9550751502914927,12.528799958768762,84.58619426935957,-27.048856612700746,74.97379617211126
3605,18.0,159.0,18.48564407982958,0.9642776786789455,14.826675699569797,84.63451646114756,-7.507780301868248,73.36055381263
3610,18.0,164.0,18.6032818978976,0.9679757750523196,14.932555697621199,84.64189101173062,-7.995110127517339,73.66995879574377
3609,18.0,163.0,18.560606280712076,0.9674186492116353,14.904047869881175,84.68000965771333,-8.013261079742541,73.73226077369895
5064,25.0,106.0,14.506354516570791,0.9581095289513677,11.704131614455237,84.69348076030914,-26.498471811115706,74.59235658186316
3606,18.0,160.0,18.498530129890607,0.9651041236527311,14.840693358562817,84.79490446664927,-7.613048092819154,73.64414614897852
3611,18.0,165.0,18.675601401991788,0.9682468046501508,14.964219839466438,84.87241749901864,-7.954677605565913,73.79908111610348
5065,25.0,107.0,14.57455202846014,0.957538595746607,11.74471239699559,84.95892885862278,-22.917705119906255,74.77118743349438
4352,22.0,42.0,5.211453365836711,0.9809586681169914,4.122410975248868,84.97587226280713,-8.014225504367825,72.47520347428461
5063,25.0,105.0,14.40898326865793,0.9584092073745586,11.650118856466943,85.01377430442898,-31.341975892673627,75.0027261720807
5991,29.0,169.0,18.714981040553777,0.9703034775379369,14.930019348708873,85.04417932296317,-16.300065789418333,73.35947663061623
5083,25.0,125.0,15.787550407698243,0.9556874935172717,12.629157595162868,85.11591317293124,-28.39498936137384,75.1195667953213
5066,25.0,108.0,14.594534754953818,0.9576880960327966,11.753279881318049,85.18093385024429,-20.126409867750635,74.818404635243
3567,18.0,121.0,15.502301299636501,0.9555593442580833,12.406900403230635,85.19071282679349,-10.127264597458629,74.3988440136705
5108,25.0,150.0,17.885956839377215,0.959514587273675,14.339806252616725,85.28491876252689,-18.895512704307965,75.13063915418014
5914,29.0,92.0,13.036115996659364,0.9628806157344243,10.52403162062145,85.29462441757791,-13.199719754349076,73.41587977679116
3572,18.0,126.0,15.843123852273699,0.9561922031919011,12.745971889864599,85.3189522033476,-9.518420357876268,74.136061678097
3612,18.0,166.0,18.792965419009718,0.9680691858104831,15.029338933839401,85.34571751419224,-7.701467689385278,73.98641930914816
5106,25.0,148.0,17.83242688684831,0.9580742461590106,14.288119209072017,85.37325992710042,-18.827617162988577,75.2309181495826
4482,22.0,172.0,19.174300195590078,0.9708158002423002,15.288096634368667,85.3768430639224,-13.468896944219857,76.59464754614925
5079,25.0,121.0,15.583340007486838,0.9551256271530009,12.474147497505614,85.40049486403416,-26.250095123881508,75.72991334710015
5105,25.0,147.0,17.825555014869852,0.957113305779293,14.26284451145348,85.41719812785908,-18.926166237641038,75.28405394711368
5107,25.0,149.0,17.843453719603257,0.9590020366124395,14.313446623780983,85.43150775284849,-18.83171451549302,75.25424206376384
3569,18.0,123.0,15.75580036233777,0.9550580486273935,12.657142929344628,85.4687290910414,-11.311737040985129,74.28909224790051
3568,18.0,122.0,15.651691093927857,0.9550754643799534,12.555300031171827,85.47970540373221,-10.874834101259804,74.4538940985286
3240,17.0,10.0,4.736560949220746e-14,1.0,3.6279476155280407e-14,85.48701346880077,-3.245691823774284,70.12646626724529
5104,25.0,146.0,17.76766266755952,0.956268086112057,14.186715893926023,85.53944432580138,-19.011366680601608,75.40728436811234
5109,25.0,151.0,17.95924857744883,0.959764071554991,14.383847923846846,85.59039140346513,-19.011862460162515,75.4250202473609
4348,22.0,38.0,4.501791950986519,0.9805807758620183,3.555711938631431,85.60786843552819,-5.536697167698083,72.80683494076749
5062,25.0,104.0,14.322531044997113,0.9586570313024566,11.59495324999031,85.63003149781918,-47.30148724313468,75.57155655947346
3571,18.0,125.0,15.80242600901955,0.9559048566106009,12.716981157186918,85.63249989186374,-10.884832243333467,74.40743617529648
4376,22.0,66.0,8.868327410399878,0.9797950120657098,7.031884019371031,85.65014849162608,-10.648825430042892,73.24240964849231
5084,25.0,126.0,15.849983935701367,0.9558090699845586,12.676141202718206,85.68433357158773,-28.045340553473775,75.70024515593522
5067,25.0,109.0,14.618153448111435,0.9577671141233054,11.759209854316385,85.71394914084698,-20.01038120168138,75.29682536708178
6697,33.0,11.0,5.272001132793488e-14,1.0,4.016621745949658e-14,85.72023048139638,-5.919083624518486,75.08527251099927
4353,22.0,43.0,5.302721781886134,0.9809313573220958,4.195489572134852,85.72127281765803,-8.211366613290394,72.77618755716786
