,n_splits,train_size,rmse_tr,r2_tr,mae_tr,rmse_tt,r2_tt,mae_tt
9555,46.0,61.0,8.998289494178163,0.9777902382243987,7.159149823454477,35.908886553711376,-23.630241368784002,31.77677696096382
9750,47.0,40.0,5.033538867129887,0.9789151668828665,3.9651383596005916,35.908937977004165,-30.166385534404338,31.58490092476823
9536,46.0,42.0,5.37175309368053,0.9785250663597472,4.249463105246281,35.94137332133663,-51.10229550653005,31.792107032804335
9325,45.0,47.0,6.35757437508555,0.9774996224918163,5.060125572282166,35.977913478668256,-42.35007773283784,31.42519868025298
9531,46.0,37.0,4.479552494856149,0.9797573417725607,3.539409965925598,36.03894604240173,-35.48200999371348,31.803802407822555
9323,45.0,45.0,5.864934417040487,0.9781291951400743,4.654576635356331,36.04902823589677,-33.713070594985595,31.762982943004697
9981,48.0,55.0,7.768096303354518,0.9786806880583709,6.161957927229456,36.049327544244555,-33.632503434902326,31.636579051910136
9978,48.0,52.0,7.267480295880406,0.9786248881779865,5.7605054167334835,36.0613403620541,-27.007028807347822,31.50717391284032
9315,45.0,37.0,4.433832026595406,0.979452388954673,3.5047978563688273,36.070568190736864,-35.91950939897892,31.745367460763358
9764,47.0,54.0,7.631440346241311,0.9780586009011351,6.085181888606204,36.08337956590386,-33.19516367689183,31.48064137115822
9986,48.0,60.0,8.650429570745574,0.9785528105698985,6.858893426940753,36.12315386802624,-21.80645532622727,31.780195737628002
9553,46.0,59.0,8.674648786538624,0.9777888377238086,6.883865914797099,36.17253553815203,-22.53170508982837,31.83518860829209
9754,47.0,44.0,5.760111075698342,0.9786923440136558,4.555531736581828,36.1884927063547,-36.80701557405955,32.029482731397685
9763,47.0,53.0,7.474401398562811,0.9784209223883095,5.957028610489096,36.19042494281426,-33.09781807699269,31.592296468328417
10182,49.0,40.0,4.968215492766032,0.979640118385038,3.9072457594838244,36.21229397461667,-29.247773023187086,31.730645770523807
9317,45.0,39.0,4.772268959724122,0.979520736561925,3.781061139248955,36.265802477884925,-24.91705733483101,31.691005997685007
9314,45.0,36.0,4.318447748399856,0.9794334162624658,3.404670483343746,36.270587033999085,-41.96474794313129,31.71576844265713
9551,46.0,57.0,8.30248377842399,0.9783703524801974,6.596037286541391,36.324396201785454,-23.075515059327444,31.99007078527652
9328,45.0,50.0,6.89910924634716,0.9770148058729151,5.500085608959668,36.33727996552659,-13.630706943338385,31.49058044733551
9969,48.0,43.0,5.5540474327162315,0.9791507860425016,4.417108042666668,36.33943878840915,-40.80310503640053,32.196599066678395
9336,45.0,58.0,8.47869910897526,0.977623375983048,6.7302022861658735,36.35529275361474,-11.51437594672289,31.952457398524963
9765,47.0,55.0,7.847353604107927,0.9783117057336769,6.229099677232548,36.36701194053243,-34.09368695618057,31.91408952854672
9762,47.0,52.0,7.336086192219471,0.9782547186217949,5.819105623960065,36.379280350210266,-27.327244783358953,31.781931088645635
10196,49.0,54.0,7.460080176811683,0.9788185142801121,5.940756899550431,36.37961549866332,-32.15292756802203,31.630641708897883
9540,46.0,46.0,6.135811068859487,0.9774517632659739,4.863128917744863,36.39884615060614,-42.71070968012856,32.00403079095207
9967,48.0,41.0,5.132973267389119,0.9794862923166227,4.062946115949941,36.399310831876576,-44.83618199220704,32.075306613781585
9770,47.0,60.0,8.748459919741347,0.9781811074475771,6.94086359183132,36.44240903716054,-22.016020802640092,32.0607618884288
10186,49.0,44.0,5.66513169282149,0.9794263903268154,4.4735414476086826,36.48043830685087,-35.61735693877474,32.15708138096431
10195,49.0,53.0,7.309450982099651,0.9791660471351568,5.817834367478921,36.482291676516155,-32.05955525791469,31.737739455163172
9977,48.0,51.0,7.0536380530293625,0.9784319571780656,5.589742409227195,36.48928125190421,-30.724806231444774,31.899002193844307
9541,46.0,47.0,6.402671996427514,0.9777940654675175,5.093465982083932,36.54403611590069,-51.4607469879127,32.06464626291195
9982,48.0,56.0,7.97796562458803,0.9789303487490842,6.321567609561112,36.57632400511062,-24.82166157734186,32.21168289918909
9539,46.0,45.0,5.920741602687781,0.978409951753857,4.6967333263956155,36.613604900145965,-43.01150087479638,32.39508738951689
10197,49.0,55.0,7.667180648642928,0.9790612883031624,6.078800492722639,36.6516710416744,-33.01477642774797,32.04639810476032
9753,47.0,43.0,5.5861973106901015,0.9787918058025762,4.447125327040765,36.663295764360086,-41.41685454920002,32.486024862778144
10194,49.0,52.0,7.176781294382573,0.979006627195847,5.685540890604135,36.66343869993682,-26.524515568102732,31.91963388689601
9962,48.0,36.0,4.341086434209196,0.9804583097452667,3.414666497464323,36.66655971825557,-39.83768149733145,32.1744056275544
9987,48.0,61.0,8.792185958079086,0.9785757997686595,6.987843697004909,36.67189795158047,-23.126082201939322,32.49929054582558
9968,48.0,42.0,5.316755240935522,0.9792800100650355,4.19939392538872,36.703031103888016,-49.45346741727929,32.51398186467274
9316,45.0,38.0,4.571244341741847,0.9796913820760865,3.622633579459499,36.711333437884946,-28.76102398434688,32.203053584293535
10202,49.0,60.0,8.531507114658654,0.9789360205593526,6.76151281897044,36.723990705787074,-21.430076239658117,32.18708383770843
9751,47.0,41.0,5.156164120568796,0.9791344505080619,4.085428040181129,36.72444168109279,-45.53574165300241,32.36215171939417
9963,48.0,37.0,4.4626004330299756,0.9804574869075283,3.518616391203189,36.79688589434843,-34.47703540929882,32.522165676542016
9761,47.0,51.0,7.117694114414152,0.9780576827069823,5.644709360974917,36.81632636537633,-31.12412385477711,32.18209614158587
9533,46.0,39.0,4.856919457784794,0.9797378315637262,3.848160442136565,36.88803670042643,-32.98151167706115,32.38400490295549
9544,46.0,50.0,6.932434370487787,0.9773197883403317,5.52386167013801,36.89559028782732,-23.365710346011067,32.128606687231816
9327,45.0,49.0,6.726613757153895,0.977684923269316,5.372569602189808,36.90418219883319,-22.202199857661547,32.00238907728609
9766,47.0,56.0,8.061688230048533,0.9785666783539799,6.392105310252111,36.90522109205522,-25.095380378246478,32.50142962789545
9552,46.0,58.0,8.477685323058754,0.9779151286654614,6.727236680448429,36.91321149356572,-21.29538654497417,32.58044283513454
9985,48.0,59.0,8.482030279924524,0.978574457622261,6.724029951208254,36.924561561669435,-22.073318267940177,32.555268374515165
10185,49.0,43.0,5.498316448833994,0.9795217924508822,4.369559789477458,36.93586164820297,-40.039039221052334,32.59498913963535
10183,49.0,41.0,5.085835633819679,0.9798504516581845,4.0226256571835215,36.9945118132323,-43.98980848388319,32.47617204292011
9746,47.0,36.0,4.347428631363769,0.9801271491585917,3.4233552383234755,36.99737671399047,-40.430890083767764,32.463359222821715
9771,47.0,61.0,8.893232400422379,0.9782045857782271,7.072557484662797,37.00282852674783,-23.36372484592048,32.79515658616249
9752,47.0,42.0,5.343856348871504,0.9789237792723982,4.224778994501583,37.034624086551275,-50.251267193501725,32.810160486261715
9326,45.0,48.0,6.562798804925945,0.9776042355783967,5.23250506127533,37.06472400005317,-27.001616338220916,32.222692332854685
9983,48.0,57.0,8.125372147148004,0.9791317425971333,6.448194182463201,37.07009469765148,-22.594469488710118,32.70369712745858
10193,49.0,51.0,6.967303178936653,0.9788176335632714,5.518262842434707,37.082646102238954,-30.166419983544646,32.3034656723693
9747,47.0,37.0,4.471528034414777,0.9801263088136672,3.529516831929127,37.13047578744702,-34.95618769598977,32.81851842178779
9972,48.0,46.0,6.0489774671486884,0.9782514279335027,4.787490329033195,37.14144256527129,-41.41153100031119,32.71707546623099
10198,49.0,56.0,7.872766922504327,0.9793058538777386,6.235152834598546,37.16791247272687,-24.383747669321387,32.609765138829495
