date,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod,opec_tot_prod,opec_crud_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons,non-oecd_cons,world_cons
2010-02-12,74.11,71.49,74.13,74.5,75.03,75.57,8.515,1040.274,726.612,4.854,34.1183675,29.150919928571426,33.41163421428571,4.260714285714286,53.59326972703572,47.513331013714286,41.20443916792857,88.71777018164286
2010-02-13,74.8275,,,,,,8.591571428571429,1040.7074285714284,726.612,4.854,34.119623,29.153162285714284,33.41030514285714,4.257142857142857,53.60549383285714,47.50679037814286,41.19908533628571,88.70587571442857
2010-02-14,75.545,,,,,,8.668142857142858,1041.1408571428572,726.612,4.854,34.120878499999996,29.155404642857143,33.40897607142857,4.253571428571428,53.617717938678574,47.50024974257143,41.193731504642855,88.69398124721428
2010-02-15,76.2625,,,,,,8.744714285714286,1041.5742857142857,726.612,4.854,34.122134,29.157646999999997,33.407647,4.25,53.6299420445,47.493709107,41.188377673,88.68208677999999
2010-02-16,76.98,74.82,77.01,77.42,77.92,78.42,8.821285714285715,1042.0077142857142,726.612,4.854,34.1233895,29.159889357142855,33.40631792857143,4.246428571428572,53.64216615032143,47.487168471428575,41.18302384135714,88.67019231278572
2010-02-17,77.27,74.89,77.33,77.73,78.22,78.71,8.897857142857143,1042.4411428571427,726.612,4.854,34.124645,29.162131714285714,33.40498885714286,4.242857142857143,53.65439025614286,47.48062783585714,41.177670009714284,88.65829784557143
2010-02-18,78.97,76.61,79.06,79.42,79.85,80.27,8.974428571428572,1042.8745714285715,726.612,4.854,34.1259005,29.164374071428572,33.40365978571429,4.239285714285714,53.666614361964285,47.474087200285716,41.172316178071426,88.64640337835715
2010-02-19,79.77,76.88,79.81,80.06,80.45,80.85,9.051,1043.308,726.612,4.854,34.127156,29.166616428571427,33.40233071428572,4.235714285714286,53.67883846778572,47.46754656471429,41.16696234642857,88.63450891114286
2010-02-20,79.86,,,,,,9.072714285714286,1043.884,726.6117142857142,4.854285714285714,34.1284115,29.168858785714285,33.401001642857146,4.232142857142858,53.69106257360715,47.46100592914286,41.16160851478571,88.62261444392857
2010-02-21,79.95,,,,,,9.09442857142857,1044.46,726.6114285714285,4.854571428571429,34.129667,29.171101142857143,33.399672571428574,4.228571428571429,53.70328667942857,47.45446529357143,41.156254683142855,88.61071997671428
