date,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod,opec_tot_prod,opec_crud_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons,non-oecd_cons,world_cons
2010-09-16,74.58,78.89,74.57,75.74,77.19,78.33,9.246857142857143,1063.9141428571427,726.2347142857143,4.952,34.5605515,29.548127,33.348127,3.8,54.4362480635,47.392932272500005,42.0766170955,89.469549368
2010-09-17,73.63,77.43,73.66,74.92,76.67,78.08,9.289,1063.995,726.177,4.952,34.543208533333335,29.5309952,33.34766186666666,3.8166666666666664,54.4463985464,47.34858101006667,42.03314588533333,89.38172689539999
2010-09-18,74.02333333333333,,,,,,9.243714285714285,1063.951857142857,726.2017142857143,4.952,34.52586556666667,29.513863399999998,33.347196733333334,3.833333333333333,54.4565490293,47.304229747633336,41.98967467516666,89.2939044228
2010-09-19,74.41666666666667,,,,,,9.198428571428572,1063.9087142857143,726.2264285714286,4.952,34.5085226,29.4967316,33.3467316,3.8499999999999996,54.4666995122,47.2598784852,41.946203464999996,89.2060819502
2010-09-20,74.81,79.42,74.86,76.19,77.8,79.09,9.153142857142857,1063.8655714285715,726.2511428571429,4.952,34.49117963333333,29.4795998,33.34626646666666,3.8666666666666663,54.4768499951,47.21552722276667,41.90273225483333,89.11825947759999
2010-09-21,72.96,78.76,73.52,74.97,76.65,77.99,9.107857142857142,1063.8224285714284,726.2758571428571,4.952,34.473836666666664,29.462467999999998,33.345801333333334,3.8833333333333333,54.487000478,47.171175960333336,41.85926104466667,89.03043700500001
2010-09-22,72.98,77.29,74.71,76.3,77.63,78.56,9.062571428571427,1063.7792857142856,726.3005714285714,4.952,34.456493699999996,29.4453362,33.3453362,3.9,54.4971509609,47.1268246979,41.815789834499995,88.9426145324
2010-09-23,73.4,77.69,75.18,76.54,77.7,78.57,9.017285714285714,1063.7361428571428,726.3252857142858,4.952,34.439150733333335,29.4282044,33.34487106666666,3.9166666666666665,54.507301443799996,47.08247343546667,41.77231862433333,88.85479205979999
2010-09-24,74.63,78.73,76.49,77.65,78.62,79.41,8.972,1063.693,726.35,4.952,34.42180776666667,29.411072599999997,33.344405933333334,3.933333333333333,54.5174519267,47.03812217303334,41.728847414166665,88.76696958720001
2010-09-25,75.25666666666666,,,,,,8.960714285714285,1064.0991428571429,726.35,4.945142857142857,34.4044648,29.3939408,33.3439408,3.9499999999999997,54.5276024096,46.9937709106,41.685376204,88.6791471146
2010-09-26,75.88333333333334,,,,,,8.949428571428571,1064.5052857142857,726.35,4.938285714285715,34.38712183333333,29.376808999999998,33.34347566666666,3.9666666666666663,54.537752892499995,46.94941964816667,41.64190499383333,88.59132464199999
2010-09-27,76.51,77.71,76.52,77.5,78.35,79.07,8.938142857142857,1064.9114285714286,726.35,4.9314285714285715,34.369778866666664,29.3596772,33.343010533333334,3.9833333333333334,54.5479033754,46.90506838573333,41.598433783666664,88.5035021694
2010-09-28,76.15,79.14,76.18,77.41,78.4,79.17,8.926857142857143,1065.3175714285715,726.35,4.924571428571428,34.352435899999996,29.3425454,33.3425454,4.0,54.5580538583,46.8607171233,41.5549625735,88.4156796968
2010-09-29,77.85,78.79,77.86,79.09,80.15,80.97,8.915571428571429,1065.7237142857143,726.35,4.917714285714285,34.335092933333335,29.325413599999997,33.34208026666666,4.016666666666667,54.5682043412,46.81636586086667,41.511491363333334,88.3278572242
2010-09-30,79.95,80.77,79.97,80.95,81.81,82.58,8.904285714285715,1066.1298571428572,726.35,4.910857142857143,34.31774996666667,29.3082818,33.341615133333335,4.033333333333333,54.578354824099996,46.77201459843333,41.46802015316666,88.24003475159999
2010-10-01,81.57,82.69,81.58,82.5,83.28,83.95,8.893,1066.536,726.35,4.904,34.300407,29.29115,33.34115,4.05,54.588505307,46.727663336,41.424548943,88.152212279
2010-10-02,81.52333333333333,,,,,,8.779,1066.499857142857,726.3732857142858,4.905714285714286,34.30481896774194,29.29536829032258,33.33891935483871,4.043551064516129,54.59918024641935,46.75603545806452,41.47168505441935,88.22772051248387
2010-10-03,81.47666666666667,,,,,,8.665000000000001,1066.4637142857143,726.3965714285714,4.9074285714285715,34.30923093548387,29.29958658064516,33.33668870967742,4.037102129032258,54.60985518583871,46.784407580129034,41.51882116583871,88.30322874596774
2010-10-04,81.43,83.42,81.47,82.2,82.88,83.5,8.551,1066.4275714285714,726.4198571428572,4.909142857142857,34.313642903225805,29.303804870967742,33.33445806451613,4.030653193548387,54.620530125258064,46.812779702193545,41.565957277258065,88.37873697945162
2010-10-05,82.83,83.35,82.82,83.64,84.39,85.01,8.437000000000001,1066.3914285714286,726.4431428571429,4.910857142857143,34.31805487096774,29.308023161290322,33.33222741935484,4.024204258064516,54.63120506467742,46.84115182425806,41.61309338867742,88.45424521293549
2010-10-06,83.21,85.01,83.23,83.99,84.77,85.38,8.323,1066.3552857142856,726.4664285714287,4.912571428571429,34.32246683870968,29.312241451612902,33.329996774193546,4.017755322580645,54.64188000409677,46.86952394632258,41.660229500096776,88.52975344641936
2010-10-07,81.34,83.67,81.67,82.38,83.16,83.77,8.209000000000001,1066.3191428571429,726.4897142857143,4.914285714285715,34.32687880645161,29.316459741935482,33.327766129032256,4.0113063870967745,54.65255494351613,46.8978960683871,41.707365611516124,88.60526167990322
2010-10-08,82.66,83.88,82.66,83.35,84.04,84.58,8.095,1066.283,726.513,4.916,34.33129077419355,29.320678032258062,33.325535483870965,4.004857451612903,54.66322988293548,46.92626819045161,41.75450172293548,88.68076991338708
2010-10-09,82.5,,,,,,8.162428571428572,1066.378,726.5127142857143,4.916,34.335702741935485,29.324896322580646,33.323304838709674,3.9984085161290324,54.673904822354835,46.954640312516126,41.801637834354835,88.75627814687095
2010-10-10,82.34,,,,,,8.229857142857144,1066.473,726.5124285714286,4.916,34.34011470967742,29.329114612903226,33.321074193548384,3.9919595806451613,54.684579761774195,46.983012434580644,41.84877394577419,88.83178638035483
2010-10-11,82.18,83.08,81.33,83.01,83.88,84.5,8.297285714285715,1066.568,726.5121428571429,4.916,34.34452667741935,29.333332903225806,33.31884354838709,3.9855106451612903,54.69525470119355,47.01138455664516,41.89591005719355,88.9072946138387
2010-10-12,81.67,82.99,81.67,82.45,83.32,83.98,8.364714285714285,1066.663,726.5118571428571,4.916,34.34893864516129,29.337551193548386,33.3166129032258,3.9790617096774192,54.7059296406129,47.03975667870968,41.9430461686129,88.98280284732257
2010-10-13,83.03,84.01,83.36,83.74,84.49,85.09,8.432142857142857,1066.758,726.5115714285714,4.916,34.35335061290323,29.341769483870966,33.31438225806451,3.972612774193548,54.716604580032254,47.06812880077419,41.99018228003226,89.05831108080645
2010-10-14,82.71,83.55,82.69,83.36,84.04,84.59,8.499571428571429,1066.853,726.5112857142857,4.916,34.357762580645165,29.34598777419355,33.31215161290322,3.9661638387096776,54.72727951945161,47.09650092283871,42.03731839145161,89.13381931429032
2010-10-15,81.23,81.94,81.25,81.93,82.61,83.17,8.567,1066.948,726.511,4.916,34.362174548387095,29.35020606451613,33.30992096774193,3.9597149032258065,54.737954458870966,47.124873044903225,42.08445450287097,89.2093275477742
2010-10-16,81.84,,,,,,8.690285714285714,1067.669142857143,726.5168571428571,4.916,34.36658651612903,29.35442435483871,33.30769032258064,3.9532659677419355,54.74862939829032,47.15324516696774,42.131590614290324,89.28483578125807
2010-10-17,82.45,,,,,,8.813571428571429,1068.3902857142857,726.5227142857143,4.916,34.37099848387097,29.35864264516129,33.30545967741936,3.9468170322580645,54.75930433770968,47.18161728903225,42.17872672570967,89.36034401474193
2010-10-18,83.06,82.3,83.08,83.8,84.49,85.07,8.936857142857143,1069.1114285714286,726.5285714285715,4.916,34.37541045161291,29.36286093548387,33.303229032258066,3.9403680967741934,54.76997927712903,47.20998941109677,42.22586283712903,89.4358522482258
2010-10-19,79.57,81.12,79.49,80.16,80.88,81.53,9.060142857142857,1069.8325714285716,726.5344285714285,4.916,34.37982241935484,29.36707922580645,33.300998387096776,3.9339191612903224,54.780654216548385,47.23836153316129,42.272998948548384,89.51136048170967
2010-10-20,81.93,81.68,81.77,82.54,83.26,83.84,9.183428571428571,1070.5537142857145,726.5402857142857,4.916,34.384234387096775,29.371297516129033,33.298767741935485,3.9274702258064518,54.791329155967745,47.266733655225806,42.32013505996774,89.58686871519355
2010-10-21,80.03,81.28,80.56,81.33,81.94,82.46,9.306714285714285,1071.2748571428572,726.5461428571429,4.916,34.38864635483871,29.375515806451613,33.296537096774195,3.9210212903225807,54.8020040953871,47.29510577729032,42.367271171387095,89.6623769486774
2010-10-22,81.15,80.75,81.69,82.45,83.06,83.56,9.43,1071.996,726.552,4.916,34.39305832258065,29.379734096774193,33.294306451612904,3.9145723548387097,54.81267903480645,47.323477899354835,42.41440728280645,89.73788518216128
2010-10-23,81.43333333333334,,,,,,9.303571428571429,1072.2745714285716,726.552,4.925857142857144,34.39747029032258,29.383952387096773,33.292075806451614,3.9081234193548386,54.8233539742258,47.35185002141935,42.46154339422581,89.81339341564515
2010-10-24,81.71666666666667,,,,,,9.177142857142856,1072.5531428571428,726.552,4.935714285714286,34.40188225806452,29.388170677419353,33.28984516129032,3.9016744838709676,54.83402891364516,47.38022214348387,42.50867950564516,89.88890164912902
2010-10-25,82.0,81.91,82.52,83.21,83.76,84.22,9.050714285714285,1072.8317142857143,726.552,4.945571428571429,34.406294225806455,29.392388967741937,33.28761451612903,3.895225548387097,54.844703853064516,47.40859426554839,42.55581561706452,89.9644098826129
2010-10-26,82.6,82.62,82.55,83.2,83.74,84.2,8.924285714285714,1073.1102857142857,726.552,4.9554285714285715,34.41070619354839,29.396607258064517,33.28538387096774,3.888776612903226,54.85537879248387,47.4369663876129,42.60295172848387,90.03991811609677
2010-10-27,81.9,81.27,81.94,82.67,83.28,83.79,8.797857142857143,1073.3888571428572,726.552,4.965285714285715,34.41511816129032,29.400825548387097,33.28315322580645,3.882327677419355,54.86605373190323,47.465338509677416,42.65008783990322,90.11542634958064
2010-10-28,82.2,82.97,82.18,82.94,83.57,84.08,8.67142857142857,1073.6674285714284,726.552,4.975142857142857,34.41953012903226,29.405043838709677,33.28092258064516,3.875878741935484,54.87672867132258,47.49371063174193,42.69722395132258,90.19093458306452
2010-10-29,81.45,82.47,81.43,82.15,82.73,83.21,8.545,1073.946,726.552,4.985,34.4239420967742,29.409262129032257,33.27869193548387,3.869429806451613,54.887403610741934,47.52208275380645,42.74436006274193,90.26644281654839
2010-10-30,81.94666666666667,,,,,,8.475142857142856,1073.4392857142857,726.5517142857143,4.985,34.428354064516135,29.41348041935484,33.27646129032258,3.8629808709677422,54.89807855016129,47.55045487587096,42.79149617416129,90.34195105003225
2010-10-31,82.44333333333333,,,,,,8.405285714285714,1072.9325714285712,726.5514285714286,4.985,34.432766032258066,29.41769870967742,33.27423064516129,3.856531935483871,54.90875348958065,47.57882699793548,42.838632285580644,90.41745928351612
2010-11-01,82.94,84.06,82.95,83.67,84.24,84.71,8.33542857142857,1072.425857142857,726.5511428571428,4.985,34.437178,29.421917,33.272,3.850083,54.919428429,47.60719912,42.885768397,90.492967517
2010-11-02,83.91,84.71,83.9,84.56,85.09,85.52,8.265571428571429,1071.9191428571428,726.5508571428571,4.985,34.43832476666667,29.42309686666667,33.27651043333333,3.8534135666666667,54.91360541506667,47.63769483956666,42.9073857812,90.54508062076667
2010-11-03,84.45,85.33,84.69,85.35,85.89,86.37,8.195714285714285,1071.4124285714286,726.5505714285714,4.985,34.43947153333334,29.424276733333333,33.281020866666665,3.8567441333333337,54.90778240113333,47.66819055913333,42.9290031654,90.59719372453333
2010-11-04,86.49,86.83,86.49,87.16,87.66,88.1,8.125857142857143,1070.905714285714,726.5502857142857,4.985,34.440618300000004,29.4254566,33.2855313,3.8600747,54.9019593872,47.698686278699995,42.9506205496,90.6493068283
2010-11-05,86.85,87.05,86.85,87.48,87.97,88.42,8.056,1070.399,726.55,4.985,34.44176506666667,29.426636466666668,33.29004173333333,3.8634052666666667,54.896136373266664,47.72918199826666,42.9722379338,90.70141993206667
2010-11-06,86.92333333333333,,,,,,8.023714285714284,1069.3581428571429,726.55,4.985142857142858,34.44291183333333,29.427816333333332,33.29455216666666,3.8667358333333333,54.890313359333334,47.75967771783333,42.993855318,90.75353303583333
2010-11-07,86.99666666666666,,,,,,7.991428571428571,1068.3172857142856,726.55,4.985285714285714,34.444058600000005,29.4289962,33.2990626,3.8700664000000002,54.8844903454,47.7901734374,43.0154727022,90.8056461396
2010-11-08,87.07,87.15,87.06,87.71,88.22,88.69,7.959142857142857,1067.2764285714286,726.55,4.985428571428572,34.44520536666667,29.430176066666668,33.303573033333336,3.8733969666666668,54.878667331466666,47.820669156966666,43.0370900864,90.85775924336667
