date,Total US RigCount,wti_spot_lag_14__benford_correlation,oecd_cons_smooth__benford_correlation,wti_fut_4__benford_correlation,wti_spot__benford_correlation,usa_net_import__benford_correlation,opec_surp_capac__range_count__max_1__min_-1,usa_l48_prod__abs_energy,brent_spot__benford_correlation,opec_surp_capac__abs_energy,wti_spot_lag_14,brent_spot,usa_net_import,usa_l48_prod,opec_surp_capac
2020-07-17,180.0,0.29565697763773563,0.29565697763773563,-0.06461440727816897,-0.06461440727816897,0.29565697763773563,0.0,112.36,-0.06461440727816897,64.08562552365485,24.405,43.404,2.948,10.6,8.005349806451612
2020-07-10,181.0,0.29565697763773563,0.29565697763773563,-0.06461440727816897,-0.06461440727816897,0.06291512241389041,0.0,110.25,-0.06461440727816897,67.50742984543193,21.686,43.06,3.024,10.5,8.216290516129035
2020-07-03,185.0,0.8641230464899805,0.8641230464899805,-0.06461440727816897,0.06291512241389041,-0.14527956152245,0.0,112.36,-0.06461440727816897,71.0182261332073,19.438,42.302,5.007,10.6,8.427231225806452
2020-06-26,188.0,0.29565697763773563,0.06291512241389041,0.06291512241389041,0.06291512241389041,0.29565697763773563,0.0,112.36,-0.06461440727816897,73.98627820043212,24.19400000000001,41.694,2.877,10.6,8.601527666666668
2020-06-19,189.0,0.06291512241389041,0.29565697763773563,0.06291512241389041,0.06291512241389041,0.06291512241389041,0.0,112.36,-0.06461440727816897,76.75803668848897,32.386,40.948,3.383,10.6,8.7611664
2020-06-12,199.0,-0.06461440727816897,0.29565697763773563,0.06291512241389041,0.06291512241389041,-0.06461440727816897,0.0,102.00999999999999,0.06291512241389041,79.58076422690635,45.574,39.518,4.18,10.1,8.920805133333333
2020-06-05,206.0,-0.06461440727816897,0.29565697763773563,0.06291512241389041,0.06291512241389041,-0.06461440727816897,0.0,114.48999999999998,0.06291512241389041,82.45446081568427,48.362,38.37,4.425,10.7,9.080443866666666
2020-05-29,222.0,-0.14527956152245,0.8641230464899805,0.06291512241389041,0.06291512241389041,0.06291512241389041,0.0,116.64000000000001,0.06291512241389041,80.96176902832727,52.914,33.721999999999994,3.385,10.8,8.997875806451614
2020-05-22,237.0,-0.14527956152245,0.29565697763773563,0.06291512241389041,0.06291512241389041,-0.06461440727816897,0.0,121.0,0.06291512241389041,73.82874239103256,50.832,33.94,4.024,11.0,8.59236535483871
2020-05-15,258.0,-0.14527956152245,0.06291512241389041,0.29565697763773563,0.29565697763773563,0.8641230464899805,0.0,123.21,0.29565697763773563,67.02459320647245,50.36,28.182,1.958,11.1,8.186854903225807
2020-05-08,292.0,-0.14527956152245,-0.06461440727816897,0.29565697763773563,0.29565697763773563,0.8641230464899805,0.0,125.43999999999998,0.29565697763773563,60.5493214746469,52.69600000000001,23.5725,1.866,11.2,7.7813444516129024
2020-05-01,325.0,-0.14527956152245,-0.06461440727816897,0.29565697763773563,0.8641230464899805,0.29565697763773563,0.0,132.25,0.8641230464899805,54.402927195555975,56.1525,17.046,2.166,11.5,7.3758339999999984
