date,Total US RigCount,wti_spot_lag_15,wti_spot_lag_9,wti_spot,brent_spot,wti_fut_1,wti_fut_2,wti_fut_3,wti_fut_4,usa_net_import_smooth,usa_net_import,usa_stocks_all,usa_stocks_spr,usa_l48_prod_smooth,usa_l48_prod,opec_tot_prod,opec_crud_capac,opec_surp_capac,non-opec_tot_prod,oecd_cons_smooth,oecd_cons,non-oecd_cons_smooth,non-oecd_cons,world_cons_smooth,world_cons,rig_change_4bin_week+4,rig_change_4bin_week+8,rig_pct_change_week+4,rig_pct_change_week+8
2019-10-11,712.0,57.32333333333333,53.276,53.27200000000001,59.39400000000001,53.24399999999999,53.25599999999999,53.13399999999999,52.93600000000001,3.172250000000015,3.047,1078.1989999999996,643.349,12.02499999999999,12.1,34.42221967741935,31.17225806451613,2.072419354838709,67.18907827780646,53.276,47.73819294403226,53.276,53.68998001512903,53.276,101.42817295916129,--,--,-0.03932584269662921,-0.06882022471910113
2019-10-04,710.0,58.38200000000001,56.54600000000001,53.122,59.222,53.118,53.018,52.782,52.48,3.379250000000015,2.823,1070.187,644.618,11.999999999999991,12.1,34.45812290322581,31.149677419354838,2.018225806451613,67.01686164174194,56.54600000000001,47.72358736770968,56.54600000000001,53.47053911083871,56.54600000000001,101.19412647854836,--,--,-0.02676056338028169,-0.059154929577464786
2019-09-27,713.0,54.754,56.053999999999995,56.896,63.152,56.948,56.778,56.37000000000001,55.898,3.531000000000015,3.424,1067.46,644.818,11.974999999999987,11.9,34.22804333333333,30.932,1.981666666666667,66.8868517688,56.053999999999995,47.657878858466674,56.053999999999995,53.511365804200004,56.053999999999995,101.16924466266669,--,--,-0.02384291725105189,-0.05890603085553998
2019-09-20,719.0,52.52200000000001,56.74800000000001,59.33200000000001,65.55600000000001,59.31400000000001,59.218,58.79200000000001,58.19,3.635750000000015,3.395,1064.356,644.818,11.999999999999991,12.0,33.798476666666666,30.568,1.9583333333333333,66.78849696820001,56.74800000000001,47.55384314953335,56.74800000000001,53.7473931958,56.74800000000001,101.30123634533336,-,--,-0.008344923504867872,-0.06258692628650904
2019-09-13,733.0,52.972,59.024,56.16,62.738,56.188,56.108000000000004,55.86400000000001,55.518,3.5142500000000148,3.875,1061.944,644.818,12.02499999999999,12.0,33.36891,30.204,1.935,66.6901421676,59.024,47.449807440600004,59.024,53.9834205874,59.024,101.43322802799999,--,--,-0.0286493860845839,-0.06684856753069578
2019-09-06,738.0,57.222,57.32333333333333,55.59599999999999,60.228,55.62399999999999,55.468,55.178,54.81399999999999,3.6492500000000136,3.43,1060.886,644.818,12.02499999999999,12.0,32.93934333333333,29.84,1.9116666666666664,66.59178736700001,57.32333333333333,47.34577173166666,57.32333333333333,54.219447978999995,57.32333333333333,101.5652197106667,--,--,-0.037940379403794036,-0.06368563685636856
2019-08-30,742.0,60.722,58.38200000000001,55.206,59.826,55.232000000000006,55.042,54.714,54.326,4.049500000000013,3.843,1067.798,644.818,11.999999999999991,12.0,32.76044548387097,29.738709677419358,1.9530645161290323,66.52956483632259,58.38200000000001,47.36338265125806,58.38200000000001,54.35823479480645,58.38200000000001,101.72161744606451,--,--,-0.03908355795148248,-0.061994609164420476
2019-08-23,754.0,62.104,54.754,55.496,59.574,55.55,55.38800000000001,55.06,54.66,4.409500000000015,2.909,1072.569,644.818,11.949999999999989,12.1,33.20821967741936,30.29419354838709,2.156290322580645,66.55767298045161,54.754,47.68511014216129,54.754,54.25392017112904,54.754,101.93903031329029,--,--,-0.04641909814323608,-0.054376657824933686
2019-08-16,770.0,61.81399999999999,52.52200000000001,55.306,58.251999999999995,55.31999999999999,55.286,54.982000000000006,54.618,4.704500000000015,4.415,1082.596,644.818,11.874999999999991,12.0,33.655993870967734,30.84967741935484,2.3595161290322584,66.58578112458065,52.52200000000001,48.00683763306453,52.52200000000001,54.14960554745162,52.52200000000001,102.15644318051613,--,--,-0.04805194805194805,-0.07532467532467532
2019-08-09,764.0,62.9,52.972,53.276,57.328,53.29,53.206,53.062,52.891999999999996,4.534750000000015,5.0310000000000015,1085.328,644.818,11.574999999999989,11.9,34.10376806451613,31.40516129032257,2.5627419354838707,66.61388926870968,52.972,48.32856512396774,52.972,54.0452909237742,52.972,102.37385604774192,--,--,-0.03403141361256545,-0.07068062827225131
2019-08-02,770.0,65.27600000000001,57.222,56.54600000000001,62.58600000000001,56.622,56.676,56.68400000000001,56.596000000000004,4.351500000000016,5.283,1083.748,644.818,11.474999999999987,11.8,34.551542258064515,31.960645161290326,2.765967741935484,66.64199741283872,57.222,48.65029261487097,57.222,53.94097630009677,57.222,102.59126891496773,--,--,-0.03636363636363636,-0.07402597402597402
2019-07-26,776.0,63.8,60.722,56.053999999999995,62.8,56.218,56.312,56.386,56.386,4.094250000000015,4.089,1081.363,644.818,11.499999999999991,11.8,34.57583258064516,32.03225806451613,2.8337096774193538,66.4579782875484,60.722,48.62169506841936,60.722,54.009218851387104,60.722,102.63091391980646,--,--,-0.028350515463917526,-0.07345360824742267
2019-07-19,779.0,64.102,62.104,56.74800000000001,63.62800000000001,56.98199999999999,57.104,57.112,57.07000000000001,4.220750000000015,3.736,1089.859,644.818,11.499999999999988,10.8,34.52954225806452,32.02322580645161,2.8788709677419355,66.23860461735484,62.104,48.534710015741936,62.104,54.10622093183871,62.104,102.64093094758064,-,--,-0.011553273427471115,-0.059050064184852376
2019-07-12,784.0,62.36,61.81399999999999,59.024,65.97800000000001,59.26600000000001,59.36,59.31999999999999,59.21999999999999,4.008250000000015,4.298,1100.694,644.818,11.699999999999989,11.5,34.48325193548387,32.014193548387105,2.9240322580645164,66.01923094716129,61.81399999999999,48.44772496306453,61.81399999999999,54.203223012290316,61.81399999999999,102.65094797535484,--,--,-0.025510204081632654,-0.05867346938775511
2019-07-05,788.0,59.49,62.9,57.32333333333333,63.84,57.50600000000001,57.59000000000001,57.54200000000001,57.44600000000001,3.945000000000016,4.254,1103.81,644.818,11.749999999999991,11.9,34.436961612903225,32.00516129032258,2.9691935483870964,65.79985727696774,62.9,48.3607399103871,62.9,54.300225092741925,62.9,102.66096500312905,--,--,-0.022842639593908632,-0.0583756345177665
2019-06-28,793.0,59.43600000000001,65.27600000000001,58.38200000000001,66.50999999999999,58.602,58.652,58.542,58.37000000000001,4.003750000000016,4.595,1113.309,644.818,11.724999999999987,11.8,34.46141,32.01,2.963,65.6788410978,65.27600000000001,48.1916814396,65.27600000000001,54.3643514787,65.27600000000001,102.5560329183,--,--,-0.021437578814628,-0.049180327868852465
2019-06-21,789.0,57.81,63.8,54.754,64.038,54.734,54.964,55.01600000000001,54.956,4.012250000000016,2.886,1114.394,644.818,11.749999999999991,11.6,34.58017666666667,32.03333333333333,2.888333333333333,65.68896824000001,63.8,47.91319174466667,63.8,54.38464360533333,63.8,102.29783535,-,-,-0.012674271229404307,-0.024081115335868188
2019-06-14,788.0,56.348,64.102,52.52200000000001,63.188,52.492,52.736000000000004,52.902,52.956,4.1770000000000165,4.045,1127.182,644.818,11.79999999999999,11.7,34.69894333333333,32.056666666666665,2.8136666666666668,65.6990953822,64.102,47.63470204973334,64.102,54.40493573196667,64.102,102.0396377817,-,-,-0.005076142131979695,-0.030456852791878174
2019-06-07,789.0,56.122,62.36,52.972,63.146,52.99800000000001,53.146,53.233999999999995,53.222,4.171000000000016,4.489,1130.288,644.818,11.799999999999994,11.8,34.817710000000005,32.08,2.739,65.70922252439999,62.36,47.35621235479999,62.36,54.425227858599996,62.36,101.7814402134,-,-,-0.0012674271229404306,-0.024081115335868188
2019-05-31,800.0,56.512,59.49,57.222,69.02799999999999,57.334,57.478,57.54200000000001,57.51000000000001,4.115000000000016,4.629,1128.082,644.818,11.749999999999993,11.9,34.914639032258066,32.10064516129032,2.678548387096774,65.71209833629032,59.49,47.096284955,59.49,54.429658442,59.49,101.525943397,-,-,-0.00875,-0.03
2019-05-24,797.0,53.878,59.43600000000001,60.722,70.888,60.81,60.908,60.93400000000001,60.872,4.050500000000016,3.545,1121.311,644.818,11.699999999999992,11.8,34.880542258064516,32.105161290322584,2.7033870967741933,65.67146616632257,59.43600000000001,46.947731326,59.43600000000001,54.338919766000004,59.43600000000001,101.28665109200001,-,-,-0.010037641154328732,-0.02258469259723965
2019-05-17,802.0,53.526,57.81,62.104,73.322,62.09400000000001,62.278,62.386,62.40400000000001,4.365000000000017,4.021,1121.593,644.818,11.699999999999992,11.7,34.846445483870966,32.10967741935484,2.7282258064516127,65.63083399635485,57.81,46.799177697,57.81,54.24818109,57.81,101.04735878700001,-,-,-0.017456359102244388,-0.02244389027431421
2019-05-10,805.0,53.63399999999999,56.348,61.81399999999999,71.252,61.826,61.94199999999999,61.986000000000004,61.931999999999995,4.476750000000017,4.265,1117.988,645.953,11.699999999999992,11.6,34.81234870967742,32.114193548387085,2.753064516129032,65.5902018263871,56.348,46.650624068,56.348,54.157442413999995,56.348,100.808066482,--,-,-0.019875776397515532,-0.02111801242236025
2019-05-03,807.0,52.66600000000001,56.122,62.9,71.586,62.952,63.036,63.04600000000001,62.956,4.308250000000017,4.371,1114.321,647.717,11.699999999999992,11.7,34.77825193548387,32.11870967741935,2.7779032258064515,65.54956965641935,56.122,46.50207043899999,56.122,54.066703738,56.122,100.56877417700001,-,-,-0.008674101610904586,-0.017348203221809168
2019-04-26,805.0,51.924,56.512,65.27600000000001,72.93199999999999,65.28,65.268,65.186,65.00200000000001,4.278000000000017,4.803,1119.154,648.587,11.699999999999992,11.8,34.829676666666664,32.17333333333333,2.785,65.5129251855,56.512,46.613644604333324,56.512,53.992591186999995,56.512,100.60623579133332,-,-,-0.009937888198757764,-0.019875776397515532
2019-04-19,825.0,50.78,53.878,63.8,70.87249999999997,63.842,63.952,64.02199999999999,64.03200000000001,4.087250000000017,4.468,1109.759,649.126,11.674999999999994,11.7,34.91531,32.248000000000005,2.785,65.4778757942,53.878,46.829269887399995,53.878,53.925129086000005,53.878,100.7543989734,--,--,-0.02787878787878788,-0.04484848484848485
2019-04-12,833.0,46.99666666666667,53.526,64.102,71.328,64.092,64.126,64.126,64.03399999999999,3.8837500000000174,3.591,1104.28,649.126,11.649999999999993,11.6,35.00094333333333,32.32266666666666,2.785,65.4428264029,53.526,47.044895170466674,53.526,53.857666985,53.526,100.90256215546671,--,--,-0.03361344537815126,-0.05282112845138055
2019-04-05,831.0,45.22333333333333,53.63399999999999,62.36,69.53999999999999,62.362,62.43600000000001,62.478,62.478,3.871000000000016,4.25,1105.6760000000004,649.126,11.649999999999993,11.7,35.086576666666666,32.39733333333333,2.785,65.40777701159999,53.63399999999999,47.260520453533324,53.63399999999999,53.790204884000005,53.63399999999999,101.05072533753334,--,--,-0.02888086642599278,-0.037304452466907334
2019-03-29,816.0,46.98,52.66600000000001,59.49,67.248,59.52199999999999,59.71,59.872,60.01000000000001,3.858500000000016,4.04,1098.647,649.126,11.599999999999993,11.7,35.13134870967742,32.42935483870968,2.7801612903225807,65.37366319080645,52.66600000000001,47.328232148451605,52.66600000000001,53.702264896322575,52.66600000000001,101.03049704477421,-,-,-0.013480392156862746,-0.0232843137254902
